input,output,task,file
"[[0, 0, 0, 4, 0, 0, 4, 4, 0, 0, 0, 4, 4, 4, 0, 0, 0, 4, 4, 4, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 2, 0, 0, 8, 8, 0, 0, 0, 5, 5, 5, 0, 0, 0, 5, 5, 5, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_17.json
"[[0, 0, 0, 5, 0, 0, 5, 5, 5, 0, 0, 5, 5, 0, 0, 0, 5, 5, 5]]","[[0, 0, 0, 9, 0, 0, 2, 2, 2, 0, 0, 1, 1, 0, 0, 0, 2, 2, 2]]",1d_recolor_cnt,1d_recolor_cnt_30.json
"[[0, 0, 5, 5, 5, 0, 5, 5, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0]]","[[0, 0, 2, 2, 2, 0, 1, 1, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_30.json
"[[0, 5, 5, 0, 0, 5, 0, 0, 5, 5, 5, 0, 0, 0, 5, 5, 0, 0, 0]]","[[0, 1, 1, 0, 0, 9, 0, 0, 2, 2, 2, 0, 0, 0, 1, 1, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_30.json
"[[0, 0, 0, 7, 0, 7, 7, 7, 0, 0, 0, 7, 7, 0, 0, 7, 7, 0, 0, 0, 7, 7, 7, 0, 0]]","[[0, 0, 0, 9, 0, 4, 4, 4, 0, 0, 0, 5, 5, 0, 0, 5, 5, 0, 0, 0, 4, 4, 4, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_48.json
"[[0, 0, 7, 0, 0, 0, 7, 7, 0, 7, 7, 7, 0, 0, 0, 7, 0, 7, 7, 7, 0, 0, 0, 0, 0]]","[[0, 0, 9, 0, 0, 0, 5, 5, 0, 4, 4, 4, 0, 0, 0, 9, 0, 4, 4, 4, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_48.json
"[[0, 7, 7, 0, 7, 0, 0, 7, 7, 7, 0, 0, 7, 7, 7, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]]","[[0, 5, 5, 0, 9, 0, 0, 4, 4, 4, 0, 0, 4, 4, 4, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_48.json
"[[0, 6, 0, 0, 6, 6, 6, 0, 0, 0, 6, 6, 0, 0, 0, 6, 6, 6, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0]]","[[0, 8, 0, 0, 3, 3, 3, 0, 0, 0, 7, 7, 0, 0, 0, 3, 3, 3, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_12.json
"[[0, 0, 0, 6, 0, 0, 6, 6, 6, 0, 6, 6, 0, 0, 0, 6, 6, 6, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 8, 0, 0, 3, 3, 3, 0, 7, 7, 0, 0, 0, 3, 3, 3, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_12.json
"[[0, 0, 6, 6, 0, 0, 6, 0, 0, 0, 6, 6, 6, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 7, 7, 0, 0, 8, 0, 0, 0, 3, 3, 3, 0, 0, 0, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_12.json
"[[0, 0, 0, 4, 4, 4, 0, 4, 0, 0, 4, 4, 0, 0]]","[[0, 0, 0, 2, 2, 2, 0, 7, 0, 0, 9, 9, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_37.json
"[[0, 4, 0, 4, 4, 0, 0, 4, 4, 4, 0, 4, 4, 4]]","[[0, 7, 0, 9, 9, 0, 0, 2, 2, 2, 0, 2, 2, 2]]",1d_recolor_cnt,1d_recolor_cnt_37.json
"[[0, 4, 0, 0, 0, 4, 4, 4, 0, 0, 4, 4, 0, 0]]","[[0, 7, 0, 0, 0, 2, 2, 2, 0, 0, 9, 9, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_37.json
"[[0, 0, 0, 3, 0, 0, 3, 3, 3, 0, 0, 0, 3, 3, 0, 0, 0, 3, 3, 3, 0, 0, 3, 3, 0, 0, 0]]","[[0, 0, 0, 1, 0, 0, 5, 5, 5, 0, 0, 0, 2, 2, 0, 0, 0, 5, 5, 5, 0, 0, 2, 2, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_13.json
"[[0, 0, 3, 0, 3, 3, 0, 3, 3, 3, 0, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 2, 2, 0, 5, 5, 5, 0, 1, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_13.json
"[[0, 0, 3, 0, 0, 0, 3, 3, 0, 3, 3, 3, 0, 3, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 0, 2, 2, 0, 5, 5, 5, 0, 2, 2, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_13.json
"[[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1]]","[[0, 0, 0, 8, 8, 0, 9, 0, 0, 0, 4, 4, 4, 0, 0, 0, 4, 4, 4]]",1d_recolor_cnt,1d_recolor_cnt_28.json
"[[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]]","[[0, 4, 4, 4, 0, 9, 0, 0, 8, 8, 0, 4, 4, 4, 0, 0, 4, 4, 4]]",1d_recolor_cnt,1d_recolor_cnt_28.json
"[[0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0]]","[[0, 9, 0, 0, 4, 4, 4, 0, 0, 0, 8, 8, 0, 9, 0, 4, 4, 4, 0]]",1d_recolor_cnt,1d_recolor_cnt_28.json
"[[0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 0]]","[[0, 1, 0, 0, 0, 8, 8, 0, 0, 0, 5, 5, 5, 0, 0, 0, 8, 8, 0]]",1d_recolor_cnt,1d_recolor_cnt_0.json
"[[0, 2, 0, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0]]","[[0, 1, 0, 8, 8, 0, 0, 0, 5, 5, 5, 0, 0, 0, 5, 5, 5, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_0.json
"[[0, 0, 2, 0, 0, 2, 2, 2, 0, 2, 2, 0, 0, 0, 2, 2, 0, 0, 0]]","[[0, 0, 1, 0, 0, 5, 5, 5, 0, 8, 8, 0, 0, 0, 8, 8, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_0.json
"[[0, 0, 4, 0, 0, 4, 4, 4, 0, 4, 4, 0, 0, 4, 4, 4]]","[[0, 0, 5, 0, 0, 6, 6, 6, 0, 7, 7, 0, 0, 6, 6, 6]]",1d_recolor_cnt,1d_recolor_cnt_6.json
"[[0, 0, 0, 4, 4, 4, 0, 4, 0, 4, 4, 0, 0, 4, 4, 0]]","[[0, 0, 0, 6, 6, 6, 0, 5, 0, 7, 7, 0, 0, 7, 7, 0]]",1d_recolor_cnt,1d_recolor_cnt_6.json
"[[0, 0, 4, 0, 4, 4, 4, 0, 4, 4, 0, 0, 4, 4, 0, 0]]","[[0, 0, 5, 0, 6, 6, 6, 0, 7, 7, 0, 0, 7, 7, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_6.json
"[[0, 2, 2, 0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2]]","[[0, 9, 9, 0, 0, 0, 7, 0, 0, 6, 6, 6, 0, 0, 0, 6, 6, 6, 0, 0, 0, 9, 9]]",1d_recolor_cnt,1d_recolor_cnt_34.json
"[[0, 2, 0, 0, 2, 2, 2, 0, 0, 2, 2, 0, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0]]","[[0, 7, 0, 0, 6, 6, 6, 0, 0, 9, 9, 0, 7, 0, 6, 6, 6, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_34.json
"[[0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 2, 0, 0]]","[[0, 0, 0, 9, 9, 0, 7, 0, 0, 0, 6, 6, 6, 0, 6, 6, 6, 0, 0, 0, 7, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_34.json
"[[0, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 2, 2, 0]]","[[0, 0, 0, 4, 4, 4, 0, 0, 0, 1, 1, 0, 0, 0, 9, 0, 1, 1, 0]]",1d_recolor_cnt,1d_recolor_cnt_29.json
"[[0, 0, 0, 2, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 2]]","[[0, 0, 0, 9, 0, 0, 4, 4, 4, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]]",1d_recolor_cnt,1d_recolor_cnt_29.json
"[[0, 2, 2, 2, 0, 2, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]]","[[0, 4, 4, 4, 0, 1, 1, 0, 9, 0, 0, 0, 9, 0, 0, 0, 9, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_29.json
"[[0, 4, 4, 4, 0, 4, 4, 0, 0, 4, 0, 0, 4, 4, 4, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0]]","[[0, 3, 3, 3, 0, 6, 6, 0, 0, 9, 0, 0, 3, 3, 3, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_41.json
"[[0, 0, 4, 4, 0, 0, 4, 4, 4, 0, 4, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 6, 6, 0, 0, 3, 3, 3, 0, 9, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_41.json
"[[0, 0, 0, 4, 4, 0, 0, 4, 0, 0, 0, 4, 4, 4, 0, 0, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 6, 6, 0, 0, 9, 0, 0, 0, 3, 3, 3, 0, 0, 9, 0, 6, 6, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_41.json
"[[0, 0, 0, 8, 8, 0, 0, 8, 8, 8, 0, 8, 0, 8, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 3, 3, 0, 0, 2, 2, 2, 0, 7, 0, 3, 3, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_45.json
"[[0, 0, 0, 8, 8, 0, 0, 8, 0, 8, 8, 8, 0, 0, 0, 8, 8, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 3, 3, 0, 0, 7, 0, 2, 2, 2, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_45.json
"[[0, 0, 0, 8, 8, 8, 0, 0, 8, 0, 0, 0, 8, 8, 0, 0, 8, 8, 0, 8, 8, 8, 0, 0, 0, 0, 0]]","[[0, 0, 0, 2, 2, 2, 0, 0, 7, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 2, 2, 2, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_45.json
"[[0, 0, 4, 4, 4, 0, 0, 4, 4, 0, 0, 4, 0, 0, 4, 4, 0, 0, 0]]","[[0, 0, 2, 2, 2, 0, 0, 6, 6, 0, 0, 9, 0, 0, 6, 6, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_27.json
"[[0, 4, 0, 0, 4, 4, 4, 0, 0, 0, 4, 4, 0, 0, 0, 4, 4, 0, 0]]","[[0, 9, 0, 0, 2, 2, 2, 0, 0, 0, 6, 6, 0, 0, 0, 6, 6, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_27.json
"[[0, 0, 4, 4, 0, 4, 4, 4, 0, 0, 4, 0, 4, 4, 0, 0, 0, 4, 4]]","[[0, 0, 6, 6, 0, 2, 2, 2, 0, 0, 9, 0, 6, 6, 0, 0, 0, 6, 6]]",1d_recolor_cnt,1d_recolor_cnt_27.json
"[[0, 0, 8, 0, 0, 8, 8, 0, 0, 8, 8, 8, 0, 0, 8, 8, 0, 0, 0, 8, 8, 8, 0, 0, 0, 0, 0]]","[[0, 0, 7, 0, 0, 3, 3, 0, 0, 1, 1, 1, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_18.json
"[[0, 0, 8, 8, 8, 0, 8, 0, 8, 8, 0, 0, 0, 8, 8, 0, 0, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 1, 1, 0, 7, 0, 3, 3, 0, 0, 0, 3, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_18.json
"[[0, 8, 8, 8, 0, 0, 8, 8, 0, 0, 8, 0, 8, 8, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 1, 1, 1, 0, 0, 3, 3, 0, 0, 7, 0, 3, 3, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_18.json
"[[0, 5, 0, 0, 0, 5, 5, 5, 0, 5, 5, 0, 5, 5, 5, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 4, 0, 0, 0, 3, 3, 3, 0, 1, 1, 0, 3, 3, 3, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_4.json
"[[0, 5, 5, 0, 0, 0, 5, 5, 5, 0, 5, 0, 0, 0, 5, 5, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 1, 1, 0, 0, 0, 3, 3, 3, 0, 4, 0, 0, 0, 1, 1, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_4.json
"[[0, 0, 0, 5, 5, 0, 0, 5, 5, 5, 0, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 1, 0, 0, 3, 3, 3, 0, 4, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_4.json
"[[0, 0, 8, 8, 8, 0, 0, 8, 0, 0, 8, 8, 0, 8, 8, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 2, 2, 2, 0, 0, 9, 0, 0, 3, 3, 0, 2, 2, 2, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_14.json
"[[0, 0, 8, 8, 0, 0, 8, 0, 8, 8, 8, 0, 8, 8, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 3, 3, 0, 0, 9, 0, 2, 2, 2, 0, 3, 3, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_14.json
"[[0, 0, 0, 8, 0, 8, 8, 8, 0, 0, 8, 8, 0, 0, 0, 8, 8, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 9, 0, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 3, 3, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_14.json
"[[0, 0, 2, 2, 2, 0, 0, 2, 2, 0, 0, 2, 0, 0, 2, 0]]","[[0, 0, 8, 8, 8, 0, 0, 1, 1, 0, 0, 9, 0, 0, 9, 0]]",1d_recolor_cnt,1d_recolor_cnt_24.json
"[[0, 2, 2, 0, 2, 0, 2, 2, 2, 0, 0, 2, 2, 0, 0, 0]]","[[0, 1, 1, 0, 9, 0, 8, 8, 8, 0, 0, 1, 1, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_24.json
"[[0, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 0, 2, 0, 2, 2]]","[[0, 1, 1, 0, 0, 0, 8, 8, 8, 0, 0, 0, 9, 0, 1, 1]]",1d_recolor_cnt,1d_recolor_cnt_24.json
"[[0, 0, 0, 6, 6, 0, 6, 0, 6, 6, 6, 0, 0, 0, 6, 6, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 1, 0, 3, 0, 4, 4, 4, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_46.json
"[[0, 0, 0, 6, 0, 0, 0, 6, 6, 0, 0, 0, 6, 6, 6, 0, 0, 6, 6, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 0, 4, 4, 4, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_46.json
"[[0, 0, 0, 6, 0, 0, 0, 6, 6, 6, 0, 0, 6, 6, 0, 0, 0, 6, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 3, 0, 0, 0, 4, 4, 4, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_46.json
"[[0, 0, 0, 3, 3, 0, 3, 3, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0]]","[[0, 0, 0, 4, 4, 0, 8, 8, 8, 0, 0, 0, 6, 0, 0, 6, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_9.json
"[[0, 0, 3, 3, 0, 3, 0, 0, 3, 3, 3, 0, 0, 0, 3, 3, 0, 0]]","[[0, 0, 4, 4, 0, 6, 0, 0, 8, 8, 8, 0, 0, 0, 4, 4, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_9.json
"[[0, 0, 3, 3, 3, 0, 0, 0, 3, 3, 0, 0, 0, 3, 0, 3, 0, 0]]","[[0, 0, 8, 8, 8, 0, 0, 0, 4, 4, 0, 0, 0, 6, 0, 6, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_9.json
"[[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0]]","[[0, 0, 8, 0, 0, 6, 6, 0, 4, 4, 4, 0, 4, 4, 4, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_42.json
"[[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]]","[[0, 8, 0, 4, 4, 4, 0, 0, 6, 6, 0, 0, 0, 6, 6, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_42.json
"[[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]]","[[0, 8, 0, 4, 4, 4, 0, 6, 6, 0, 0, 0, 4, 4, 4, 0, 0, 0, 0]]",1d_recolor_cnt,1d_recolor_cnt_42.json
"[[0, 0, 3, 3, 3, 3, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 3, 0, 3, 3, 3, 3, 0, 0, 0]]","[[0, 0, 1, 1, 1, 1, 0, 0, 0, 5, 5, 5, 5, 5, 0, 0, 5, 0, 1, 1, 1, 1, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_15.json
"[[0, 0, 0, 3, 3, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 3, 0, 0, 3, 3, 3, 0, 0, 0, 0]]","[[0, 0, 0, 1, 1, 0, 0, 0, 5, 5, 5, 5, 5, 0, 0, 5, 0, 0, 5, 5, 5, 0, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_15.json
"[[0, 0, 0, 3, 3, 3, 3, 3, 3, 0, 0, 0, 3, 3, 3, 0, 0, 3, 3, 0, 0, 3, 3, 3, 3]]","[[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 5, 5, 5, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]]",1d_recolor_oe,1d_recolor_oe_15.json
"[[0, 7, 7, 7, 7, 0, 7, 7, 7, 0, 7, 7, 7, 0, 0, 7, 7, 7, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 8, 8, 8, 8, 0, 5, 5, 5, 0, 5, 5, 5, 0, 0, 5, 5, 5, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_2.json
"[[0, 0, 0, 7, 7, 7, 7, 0, 7, 7, 7, 7, 7, 0, 0, 7, 7, 7, 7, 0, 7, 7, 7, 0, 7, 7, 0, 0, 0]]","[[0, 0, 0, 8, 8, 8, 8, 0, 5, 5, 5, 5, 5, 0, 0, 8, 8, 8, 8, 0, 5, 5, 5, 0, 8, 8, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_2.json
"[[0, 0, 0, 7, 7, 7, 7, 7, 7, 0, 0, 0, 7, 7, 7, 0, 0, 0, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 8, 8, 8, 8, 8, 8, 0, 0, 0, 5, 5, 5, 0, 0, 0, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_2.json
"[[0, 0, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 0, 2, 0, 0, 2, 2, 2, 2]]","[[0, 0, 1, 1, 1, 1, 1, 0, 0, 7, 7, 7, 7, 0, 1, 0, 0, 7, 7, 7, 7]]",1d_recolor_oe,1d_recolor_oe_21.json
"[[0, 0, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0, 2, 0, 2, 2]]","[[0, 0, 1, 1, 1, 1, 1, 0, 7, 7, 7, 7, 7, 7, 0, 0, 0, 1, 0, 7, 7]]",1d_recolor_oe,1d_recolor_oe_21.json
"[[0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0]]","[[0, 1, 1, 1, 0, 7, 7, 7, 7, 7, 7, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_21.json
"[[0, 0, 7, 7, 0, 0, 0, 7, 0, 7, 7, 7, 7, 7, 0, 0, 0, 7, 7, 7, 0, 7, 7, 0, 0]]","[[0, 0, 4, 4, 0, 0, 0, 6, 0, 6, 6, 6, 6, 6, 0, 0, 0, 6, 6, 6, 0, 4, 4, 0, 0]]",1d_recolor_oe,1d_recolor_oe_6.json
"[[0, 7, 7, 7, 0, 0, 0, 7, 7, 7, 7, 0, 7, 7, 7, 7, 0, 7, 7, 7, 7, 0, 0, 7, 7]]","[[0, 6, 6, 6, 0, 0, 0, 4, 4, 4, 4, 0, 4, 4, 4, 4, 0, 4, 4, 4, 4, 0, 0, 4, 4]]",1d_recolor_oe,1d_recolor_oe_6.json
"[[0, 7, 7, 7, 7, 7, 0, 0, 0, 7, 7, 0, 7, 7, 7, 7, 7, 0, 7, 0, 7, 7, 0, 0, 0]]","[[0, 6, 6, 6, 6, 6, 0, 0, 0, 4, 4, 0, 6, 6, 6, 6, 6, 0, 6, 0, 4, 4, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_6.json
"[[0, 4, 4, 4, 0, 4, 4, 0, 0, 4, 4, 0, 4, 4, 4, 4, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 7, 7, 7, 0, 3, 3, 0, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_41.json
"[[0, 4, 4, 4, 4, 4, 0, 0, 4, 4, 4, 4, 4, 4, 0, 0, 0, 4, 4, 4, 4, 0, 0, 0, 4, 4, 4, 4, 4, 0, 0, 0]]","[[0, 7, 7, 7, 7, 7, 0, 0, 3, 3, 3, 3, 3, 3, 0, 0, 0, 3, 3, 3, 3, 0, 0, 0, 7, 7, 7, 7, 7, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_41.json
"[[0, 0, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 0, 0, 4, 4, 4, 0, 0, 4, 4, 4, 4, 4, 0, 0, 0]]","[[0, 0, 3, 3, 3, 3, 0, 7, 7, 7, 7, 7, 0, 3, 3, 3, 3, 0, 0, 7, 7, 7, 0, 0, 7, 7, 7, 7, 7, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_41.json
"[[0, 0, 0, 6, 6, 6, 0, 0, 0, 6, 6, 6, 6, 0, 0, 0, 6, 6, 0, 0, 0, 6, 6, 0, 0, 0]]","[[0, 0, 0, 9, 9, 9, 0, 0, 0, 4, 4, 4, 4, 0, 0, 0, 4, 4, 0, 0, 0, 4, 4, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_13.json
"[[0, 0, 0, 6, 6, 6, 6, 6, 6, 0, 0, 6, 0, 6, 6, 6, 0, 6, 6, 6, 0, 6, 0, 0, 0, 0]]","[[0, 0, 0, 4, 4, 4, 4, 4, 4, 0, 0, 9, 0, 9, 9, 9, 0, 9, 9, 9, 0, 9, 0, 0, 0, 0]]",1d_recolor_oe,1d_recolor_oe_13.json
"[[0, 6, 6, 6, 0, 0, 6, 6, 6, 6, 6, 6, 0, 6, 6, 6, 6, 0, 0, 6, 6, 6, 6, 6, 0, 0]]","[[0, 9, 9, 9, 0, 0, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 0, 0, 9, 9, 9, 9, 9, 0, 0]]",1d_recolor_oe,1d_recolor_oe_13.json
"[[0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]]","[[0, 6, 6, 6, 6, 6, 0, 0, 0, 7, 7, 7, 7]]",1d_recolor_oe,1d_recolor_oe_24.json
